UDH_Atlas,T_freq_basico,T_freq_fund,T_freq_medio,T_freq_superior,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1355030823001,97.22,98.43,77.54,28.36,0.696,0.774,0.820,0.747,0.910,0.811
1355030823002,87.46,91.50,25.61,6.67,0.511,0.627,0.658,0.586,0.752,0.647
1355030823003,96.50,96.90,72.32,29.78,0.715,0.778,0.826,0.756,0.911,0.817
1355030823004,97.73,98.34,82.51,35.63,0.817,0.866,0.871,0.849,0.914,0.852
1355030823005,94.00,95.77,58.11,19.21,0.677,0.797,0.804,0.755,0.894,0.769
1355030823006,92.48,94.24,60.96,15.66,0.689,0.788,0.799,0.754,0.888,0.763
1355030823007,87.46,91.50,25.61,6.67,0.511,0.627,0.658,0.586,0.752,0.647
1355030823008,90.74,93.89,40.66,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823009,92.88,94.51,50.38,13.16,0.716,0.800,0.800,0.771,0.882,0.752
1355030823010,91.91,94.36,51.28,11.41,0.653,0.698,0.741,0.683,0.840,0.710
1355030823011,87.46,91.50,25.61,6.67,0.511,0.627,0.658,0.586,0.752,0.647
1355030823012,96.58,97.21,71.61,29.78,0.715,0.778,0.826,0.756,0.911,0.817
1355030823013,97.85,98.80,80.07,37.20,0.827,0.832,0.886,0.830,0.922,0.908
1355030823014,96.58,97.21,71.61,29.78,0.715,0.778,0.826,0.756,0.911,0.817
1355030823015,96.58,97.21,71.61,29.78,0.715,0.778,0.826,0.756,0.911,0.817
1355030823016,87.46,91.50,25.61,6.67,0.511,0.627,0.658,0.586,0.752,0.647
1355030823017,87.88,92.00,22.46,6.67,0.511,0.627,0.658,0.586,0.752,0.647
1355030823018,93.18,95.70,56.31,16.20,0.595,0.785,0.766,0.716,0.855,0.734
1355030823019,97.22,98.43,77.54,28.36,0.696,0.774,0.820,0.747,0.910,0.811
1355030823020,88.54,92.56,29.88,3.76,0.512,0.684,0.677,0.621,0.764,0.653
1355030823021,90.74,93.89,40.66,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823022,91.92,93.54,52.21,16.20,0.595,0.785,0.766,0.716,0.855,0.734
1355030823023,91.18,95.06,46.19,16.20,0.595,0.785,0.766,0.716,0.855,0.734
1355030823024,90.74,93.89,40.66,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823025,97.73,98.34,82.51,35.63,0.817,0.866,0.871,0.849,0.914,0.852
1355030823026,94.77,95.55,67.65,35.63,0.817,0.866,0.871,0.849,0.914,0.852
1355030823027,88.54,92.56,29.88,3.76,0.512,0.684,0.677,0.621,0.764,0.653
1355030823028,94.00,95.77,58.11,19.21,0.677,0.797,0.804,0.755,0.894,0.769
1355030823029,97.73,98.34,82.51,35.63,0.817,0.866,0.871,0.849,0.914,0.852
1355030823030,92.40,95.55,66.36,29.78,0.715,0.778,0.826,0.756,0.911,0.817
1355030823031,97.73,98.34,82.51,35.63,0.817,0.866,0.871,0.849,0.914,0.852
1355030823032,90.74,93.89,40.66,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823033,88.62,93.87,38.84,16.20,0.595,0.785,0.766,0.716,0.855,0.734
1355030823034,88.54,92.56,29.88,3.76,0.512,0.684,0.677,0.621,0.764,0.653
1355030823035,93.01,96.74,48.29,13.16,0.716,0.800,0.800,0.771,0.882,0.752
1355030823036,91.76,94.68,43.93,16.27,0.680,0.754,0.772,0.728,0.864,0.732
1355030823037,91.18,95.06,46.19,16.20,0.595,0.785,0.766,0.716,0.855,0.734
1355030823038,90.74,93.89,40.66,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823039,90.74,93.89,40.66,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823040,93.64,95.90,56.71,11.41,0.653,0.698,0.741,0.683,0.840,0.710
1355030823041,88.54,92.56,29.88,3.76,0.512,0.684,0.677,0.621,0.764,0.653
1355030823042,90.74,93.89,40.66,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823043,92.48,94.24,60.96,15.66,0.689,0.788,0.799,0.754,0.888,0.763
1355030823044,90.74,93.89,40.66,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823045,92.92,94.39,62.92,16.27,0.680,0.754,0.772,0.728,0.864,0.732
1355030823046,90.74,93.89,40.66,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823047,92.48,94.24,60.96,15.66,0.689,0.788,0.799,0.754,0.888,0.763
1355030823048,90.71,93.12,48.99,11.41,0.653,0.698,0.741,0.683,0.840,0.710
1355030823049,93.62,96.84,52.88,16.20,0.595,0.785,0.766,0.716,0.855,0.734
1355030823050,88.54,92.56,29.88,3.76,0.512,0.684,0.677,0.621,0.764,0.653
1355030823051,79.20,87.52,15.61,35.63,0.817,0.866,0.871,0.849,0.914,0.852
1355030823052,91.92,95.25,42.51,3.76,0.512,0.684,0.677,0.621,0.764,0.653
1355030823053,88.54,92.56,29.88,3.76,0.512,0.684,0.677,0.621,0.764,0.653
1355030823054,93.64,95.90,56.71,11.41,0.653,0.698,0.741,0.683,0.840,0.710
1355030823055,90.74,93.89,40.66,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823056,92.48,94.24,60.96,15.66,0.689,0.788,0.799,0.754,0.888,0.763
1355030823057,86.38,90.48,44.43,11.00,0.548,0.703,0.711,0.647,0.814,0.683
1355030823058,96.58,97.21,71.61,29.78,0.715,0.778,0.826,0.756,0.911,0.817
1355030823059,84.97,90.91,29.77,3.76,0.512,0.684,0.677,0.621,0.764,0.653
1355030823060,97.22,98.43,77.54,28.36,0.696,0.774,0.820,0.747,0.910,0.811
1355030823061,92.80,96.48,57.78,16.27,0.680,0.754,0.772,0.728,0.864,0.732
1355030823062,93.64,95.90,56.71,11.41,0.653,0.698,0.741,0.683,0.840,0.710
1355030823063,96.72,98.12,77.23,37.20,0.827,0.832,0.886,0.830,0.922,0.908
1355030823064,94.80,97.27,68.03,3.76,0.512,0.684,0.677,0.621,0.764,0.653
1355030823065,94.15,96.13,48.60,3.76,0.512,0.684,0.677,0.621,0.764,0.653
1355030823066,93.31,95.24,53.35,13.39,0.585,0.779,0.771,0.708,0.872,0.742
1355030824001,98.37,99.41,81.15,44.15,0.860,0.894,0.929,0.883,0.933,0.973
1355030824002,96.46,98.07,74.96,40.96,0.806,0.848,0.910,0.834,0.932,0.968
1355030824003,96.14,96.83,84.32,37.53,0.848,0.817,0.902,0.827,0.929,0.955
1355030824004,97.75,99.16,73.83,47.81,0.831,0.831,0.888,0.831,0.923,0.914
1355030824005,92.48,94.24,60.96,14.88,0.638,0.690,0.768,0.672,0.884,0.763
1355030824006,96.29,97.36,79.33,47.81,0.831,0.831,0.888,0.831,0.923,0.914
1355030824007,97.15,99.03,77.17,44.29,0.810,0.844,0.878,0.833,0.917,0.887
1355030824008,97.37,98.96,78.01,30.34,0.818,0.854,0.881,0.842,0.917,0.885
1355030824009,97.84,99.28,79.98,33.20,0.733,0.830,0.841,0.796,0.911,0.821
1355030824010,84.79,89.97,23.42,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030824011,97.55,98.51,80.93,23.96,0.726,0.803,0.828,0.776,0.910,0.805
1355030824012,93.45,95.02,60.46,33.20,0.733,0.830,0.841,0.796,0.911,0.821
1355030824013,93.98,94.69,53.15,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030824014,97.55,98.51,80.93,23.96,0.726,0.803,0.828,0.776,0.910,0.805
1355030824015,97.55,98.51,80.93,23.96,0.726,0.803,0.828,0.776,0.910,0.805
1355030824016,93.45,95.02,60.46,33.20,0.733,0.830,0.841,0.796,0.911,0.821
1355030824017,93.82,96.06,68.02,37.12,0.783,0.873,0.877,0.842,0.916,0.876
1355030824018,98.63,98.87,80.61,37.12,0.783,0.873,0.877,0.842,0.916,0.876
1355030824019,93.82,96.06,68.02,37.12,0.783,0.873,0.877,0.842,0.916,0.876
1355030824020,93.45,95.02,60.46,33.20,0.733,0.830,0.841,0.796,0.911,0.821
1355030824021,94.09,95.44,72.02,37.12,0.783,0.873,0.877,0.842,0.916,0.876
1355030824022,87.53,92.08,37.23,4.95,0.472,0.678,0.683,0.601,0.792,0.668
1355030824023,94.25,96.87,62.39,13.99,0.549,0.718,0.715,0.657,0.815,0.684
1355030824024,96.29,97.36,79.33,47.81,0.831,0.831,0.888,0.831,0.923,0.914
1355030824025,97.55,98.51,80.93,23.96,0.726,0.803,0.828,0.776,0.910,0.805
1355030824026,85.30,90.53,21.04,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030824027,97.55,98.51,80.93,23.96,0.726,0.803,0.828,0.776,0.910,0.805
1355030824028,97.55,98.51,80.93,23.96,0.726,0.803,0.828,0.776,0.910,0.805
1355030824029,96.29,97.36,79.33,47.81,0.831,0.831,0.888,0.831,0.923,0.914
1355030824030,93.82,96.06,68.02,37.12,0.783,0.873,0.877,0.842,0.916,0.876
1355030824031,95.63,97.78,76.21,37.12,0.783,0.873,0.877,0.842,0.916,0.876
1355030824032,92.48,94.24,60.96,14.88,0.638,0.690,0.768,0.672,0.884,0.763
1355030824033,92.48,94.24,60.96,14.88,0.638,0.690,0.768,0.672,0.884,0.763
1355030824034,97.35,97.33,72.93,32.09,0.766,0.798,0.823,0.787,0.903,0.784
1355030825001,94.65,97.88,67.51,39.53,0.880,0.836,0.927,0.850,0.937,1.000
1355030825002,97.31,97.83,82.09,47.50,0.884,0.834,0.932,0.850,0.953,1.000
1355030825003,94.37,95.14,68.66,34.70,0.724,0.830,0.840,0.793,0.911,0.820
1355030825004,93.02,95.81,63.48,34.70,0.724,0.830,0.840,0.793,0.911,0.820
1355030825005,98.56,99.23,78.42,50.37,0.878,0.830,0.922,0.846,0.935,0.990
1355030825006,99.41,100.00,88.77,51.29,0.914,0.914,0.951,0.914,0.942,1.000
1355030825007,96.86,97.09,86.31,37.01,0.863,0.862,0.931,0.862,0.937,1.000
1355030825008,89.47,93.56,44.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030825009,86.95,92.62,34.67,5.86,0.425,0.601,0.639,0.535,0.754,0.648
1355030825010,87.46,91.50,25.61,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030825011,94.37,95.14,68.66,34.70,0.724,0.830,0.840,0.793,0.911,0.820
1355030825012,97.71,98.71,81.70,39.53,0.880,0.836,0.927,0.850,0.937,1.000
1355030825013,93.32,94.53,69.60,37.33,0.821,0.719,0.869,0.752,0.927,0.941
1355030825014,93.32,94.53,69.60,37.33,0.821,0.719,0.869,0.752,0.927,0.941
1355030825017,99.00,99.27,82.28,47.50,0.884,0.834,0.932,0.850,0.953,1.000
1355030825018,97.75,99.16,73.83,42.28,0.813,0.838,0.880,0.830,0.919,0.893
1355030825019,97.31,97.83,82.09,47.50,0.884,0.834,0.932,0.850,0.953,1.000
1355030825021,92.80,96.38,57.02,9.33,0.607,0.800,0.746,0.730,0.823,0.691
1355030825022,94.25,96.87,62.39,13.99,0.549,0.718,0.715,0.657,0.815,0.684
1355030825023,89.05,91.58,42.84,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030825024,85.30,90.53,21.04,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030825025,92.73,97.22,53.18,19.47,0.622,0.772,0.771,0.718,0.866,0.737
1355030825026,96.46,97.77,74.60,37.33,0.821,0.719,0.869,0.752,0.927,0.941
1355030825027,94.37,95.14,68.66,34.70,0.724,0.830,0.840,0.793,0.911,0.820
1355030825028,97.09,98.91,78.60,42.28,0.813,0.838,0.880,0.830,0.919,0.893
1355030825029,94.93,96.67,53.78,19.13,0.655,0.787,0.781,0.740,0.868,0.741
1355030825030,97.47,98.76,81.79,39.53,0.880,0.836,0.927,0.850,0.937,1.000
1355030825031,94.37,95.14,68.66,34.70,0.724,0.830,0.840,0.793,0.911,0.820
1355030825032,95.40,97.78,66.11,34.70,0.724,0.830,0.840,0.793,0.911,0.820
1355030825033,94.37,95.14,68.66,34.70,0.724,0.830,0.840,0.793,0.911,0.820
1355030825034,96.93,98.30,71.17,42.28,0.813,0.838,0.880,0.830,0.919,0.893
1355030825035,96.93,98.30,71.17,42.28,0.813,0.838,0.880,0.830,0.919,0.893
1355030826001,95.93,97.23,62.45,14.03,0.640,0.750,0.770,0.711,0.868,0.741
1355030826002,92.90,97.15,48.65,17.04,0.569,0.738,0.750,0.677,0.855,0.730
1355030826003,95.62,98.12,65.58,14.81,0.615,0.740,0.777,0.696,0.885,0.761
1355030826004,89.68,91.11,60.47,30.12,0.718,0.828,0.836,0.790,0.910,0.813
1355030826005,90.86,93.84,43.69,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826006,93.61,96.42,63.28,16.85,0.650,0.778,0.782,0.733,0.875,0.746
1355030826007,95.76,96.42,59.46,10.45,0.606,0.716,0.742,0.677,0.846,0.713
1355030826008,90.19,93.60,37.32,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826009,89.06,92.54,54.05,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826010,90.44,94.05,43.91,5.84,0.445,0.655,0.651,0.576,0.748,0.641
1355030826011,92.31,95.37,44.79,8.39,0.527,0.744,0.701,0.663,0.785,0.661
1355030826012,91.54,95.65,34.66,3.81,0.503,0.679,0.671,0.614,0.758,0.650
1355030826013,91.94,95.18,36.57,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826014,89.68,91.11,60.47,30.12,0.718,0.828,0.836,0.790,0.910,0.813
1355030826015,91.94,95.18,36.57,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826016,91.94,95.18,36.57,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826017,94.93,96.67,53.78,14.03,0.640,0.750,0.770,0.711,0.868,0.741
1355030826018,92.97,95.26,54.96,14.81,0.615,0.740,0.777,0.696,0.885,0.761
1355030826019,91.94,95.18,36.57,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826020,85.30,90.53,21.04,5.84,0.445,0.655,0.651,0.576,0.748,0.641
1355030826021,85.30,90.53,21.04,5.84,0.445,0.655,0.651,0.576,0.748,0.641
1355030826022,94.93,96.67,53.78,14.03,0.640,0.750,0.770,0.711,0.868,0.741
1355030826023,92.26,96.62,65.83,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030826024,95.40,96.82,73.00,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030826025,85.30,90.53,21.04,5.84,0.445,0.655,0.651,0.576,0.748,0.641
1355030826026,85.30,90.53,21.04,5.84,0.445,0.655,0.651,0.576,0.748,0.641
1355030826027,90.98,93.62,61.95,15.18,0.609,0.769,0.761,0.711,0.853,0.728
1355030826028,92.73,97.22,53.18,15.18,0.609,0.769,0.761,0.711,0.853,0.728
1355030826029,85.30,90.53,21.04,5.84,0.445,0.655,0.651,0.576,0.748,0.641
1355030826030,93.62,96.75,48.62,10.45,0.606,0.716,0.742,0.677,0.846,0.713
1355030826031,91.94,95.18,36.57,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826032,88.55,94.26,31.71,5.84,0.445,0.655,0.651,0.576,0.748,0.641
1355030826033,91.94,95.18,36.57,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826034,90.71,93.12,48.99,15.18,0.609,0.769,0.761,0.711,0.853,0.728
1355030826035,88.14,92.24,37.41,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826036,91.94,95.18,36.57,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826037,94.58,97.55,62.37,15.18,0.609,0.769,0.761,0.711,0.853,0.728
1355030826038,95.62,98.12,65.58,14.81,0.615,0.740,0.777,0.696,0.885,0.761
1355030826039,91.94,95.18,36.57,8.12,0.490,0.705,0.693,0.624,0.796,0.670
1355030826040,85.30,90.53,21.04,5.84,0.445,0.655,0.651,0.576,0.748,0.641
1355030826041,92.90,97.15,48.65,17.04,0.569,0.738,0.750,0.677,0.855,0.730
1355030826042,89.05,91.58,42.84,3.81,0.503,0.679,0.671,0.614,0.758,0.650
1355030827001,93.00,96.32,61.44,19.92,0.648,0.762,0.771,0.722,0.865,0.734
1355030827002,87.61,91.28,26.66,4.08,0.446,0.673,0.657,0.587,0.750,0.643
1355030827003,93.00,96.32,61.44,19.92,0.648,0.762,0.771,0.722,0.865,0.734
1355030827004,90.48,95.00,42.26,7.70,0.619,0.756,0.744,0.707,0.832,0.699
1355030827005,92.75,96.06,46.25,12.89,0.559,0.763,0.723,0.688,0.810,0.677
1355030827006,92.89,95.08,52.17,9.93,0.589,0.740,0.732,0.686,0.824,0.694
1355030827007,86.93,89.99,44.29,5.25,0.544,0.713,0.712,0.652,0.813,0.682
1355030827008,87.26,92.13,32.26,8.48,0.555,0.745,0.707,0.675,0.788,0.665
1355030827009,89.68,91.11,60.47,30.12,0.718,0.828,0.836,0.790,0.910,0.813
1355030827010,84.79,89.97,23.42,8.48,0.555,0.745,0.707,0.675,0.788,0.665
1355030827011,93.93,96.69,62.99,13.75,0.669,0.813,0.785,0.762,0.865,0.734
1355030827012,92.26,96.62,65.83,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030827013,79.20,87.52,15.61,4.08,0.446,0.673,0.657,0.587,0.750,0.643
1355030827014,94.70,95.46,65.72,21.60,0.706,0.813,0.806,0.776,0.886,0.762
1355030827015,97.27,98.08,72.69,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030827016,88.54,92.53,34.28,4.08,0.446,0.673,0.657,0.587,0.750,0.643
1355030827017,90.33,94.39,52.79,12.89,0.559,0.763,0.723,0.688,0.810,0.677
1355030827018,93.93,96.69,62.99,13.75,0.669,0.813,0.785,0.762,0.865,0.734
1355030827019,95.91,96.79,66.46,14.88,0.655,0.760,0.761,0.723,0.850,0.717
1355030827020,94.70,95.46,65.72,21.60,0.706,0.813,0.806,0.776,0.886,0.762
1355030827021,92.26,96.62,65.83,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030827022,93.98,94.69,53.15,12.89,0.559,0.763,0.723,0.688,0.810,0.677
1355030827023,91.76,94.68,43.93,14.88,0.655,0.760,0.761,0.723,0.850,0.717
1355030827024,86.95,92.62,34.67,4.08,0.446,0.673,0.657,0.587,0.750,0.643
1355030827025,88.54,92.56,29.88,8.48,0.555,0.745,0.707,0.675,0.788,0.665
1355030827026,88.65,92.11,56.96,21.60,0.706,0.813,0.806,0.776,0.886,0.762
1355030827027,93.93,96.69,62.99,13.75,0.669,0.813,0.785,0.762,0.865,0.734
1355030827028,90.48,95.00,42.26,7.70,0.619,0.756,0.744,0.707,0.832,0.699
1355030827029,88.54,92.56,29.88,8.48,0.555,0.745,0.707,0.675,0.788,0.665
1355030827030,90.33,94.39,52.79,12.89,0.559,0.763,0.723,0.688,0.810,0.677
1355030827031,88.54,92.53,34.28,4.08,0.446,0.673,0.657,0.587,0.750,0.643
1355030827032,96.11,98.62,56.67,14.88,0.655,0.760,0.761,0.723,0.850,0.717
1355030827033,88.54,92.56,29.88,8.48,0.555,0.745,0.707,0.675,0.788,0.665
1355030827034,88.54,92.53,34.28,4.08,0.446,0.673,0.657,0.587,0.750,0.643
1355030827035,88.54,92.56,29.88,8.48,0.555,0.745,0.707,0.675,0.788,0.665
1355030827036,92.26,96.62,65.83,24.01,0.745,0.837,0.846,0.805,0.912,0.826
1355030827037,87.78,94.35,26.62,3.18,0.447,0.637,0.645,0.566,0.744,0.636
1355030827038,85.43,90.73,29.79,3.18,0.447,0.637,0.645,0.566,0.744,0.636
1355030827039,87.78,94.35,26.62,3.18,0.447,0.637,0.645,0.566,0.744,0.636
1355030827040,87.78,94.35,26.62,3.18,0.447,0.637,0.645,0.566,0.744,0.636
1355030827041,88.54,92.53,34.28,4.08,0.446,0.673,0.657,0.587,0.750,0.643
1355030827042,93.92,95.12,65.52,13.75,0.669,0.813,0.785,0.762,0.865,0.734
1355030827043,84.05,87.56,37.92,9.93,0.589,0.740,0.732,0.686,0.824,0.694
1355030827044,87.78,94.35,26.62,3.18,0.447,0.637,0.645,0.566,0.744,0.636
1355030827045,94.25,96.87,62.39,8.48,0.555,0.745,0.707,0.675,0.788,0.665
1355030828001,93.99,94.91,65.50,13.82,0.647,0.690,0.781,0.675,0.903,0.783
1355030828002,86.30,89.74,52.38,19.04,0.850,0.827,0.880,0.835,0.918,0.889
1355030828003,88.90,92.62,58.32,25.43,0.764,0.782,0.858,0.776,0.918,0.888
1355030828004,93.99,94.91,65.50,13.82,0.647,0.690,0.781,0.675,0.903,0.783
1355030828005,94.95,97.79,64.69,29.92,0.817,0.834,0.896,0.828,0.926,0.939
1355030828006,93.15,94.00,69.01,25.53,0.737,0.711,0.842,0.720,0.920,0.902
1355030828007,91.47,94.19,57.03,34.73,0.789,0.867,0.890,0.840,0.922,0.910
1355030828008,96.36,96.74,78.17,45.47,0.930,0.899,0.949,0.909,0.940,1.000
1355030828009,96.59,97.55,72.90,48.69,0.853,0.799,0.887,0.817,0.925,0.924
1355030828010,95.66,97.08,74.83,56.99,0.925,0.910,0.952,0.915,0.943,1.000
1355030828011,91.17,94.84,54.72,26.51,0.796,0.756,0.863,0.769,0.921,0.908
1355030828012,93.32,94.53,69.60,48.69,0.853,0.799,0.887,0.817,0.925,0.924
1355030828013,97.68,99.29,85.73,64.38,0.892,0.859,0.934,0.870,0.936,1.000
1355030828014,96.82,97.95,71.86,31.98,0.790,0.757,0.845,0.768,0.914,0.861
1355030828015,93.30,96.17,57.10,18.52,0.819,0.745,0.837,0.769,0.913,0.834
1355030828016,93.02,95.81,63.48,18.52,0.819,0.745,0.837,0.769,0.913,0.834
1355030828017,95.64,98.42,67.11,25.53,0.737,0.711,0.842,0.720,0.920,0.902
1355030828018,93.98,94.69,53.15,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030828019,89.68,91.11,60.47,18.52,0.819,0.745,0.837,0.769,0.913,0.834
1355030828020,97.75,99.54,77.70,66.70,0.915,0.943,0.961,0.934,0.949,1.000
1355030828021,92.42,95.16,64.04,18.52,0.819,0.745,0.837,0.769,0.913,0.834
1355030828022,93.45,95.25,53.47,48.69,0.853,0.799,0.887,0.817,0.925,0.924
1355030828023,93.45,95.25,53.47,48.69,0.853,0.799,0.887,0.817,0.925,0.924
1355030828024,93.99,94.91,65.50,13.82,0.647,0.690,0.781,0.675,0.903,0.783
1355030828025,85.30,90.53,21.04,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030828026,96.82,97.95,71.86,31.98,0.790,0.757,0.845,0.768,0.914,0.861
1355030828027,96.96,98.15,66.80,31.98,0.790,0.757,0.845,0.768,0.914,0.861
1355030828028,93.99,94.91,65.50,13.82,0.647,0.690,0.781,0.675,0.903,0.783
1355030828029,79.20,87.52,15.61,5.14,0.452,0.625,0.653,0.561,0.762,0.652
1355030828030,89.47,93.56,44.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030828031,89.47,93.56,44.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030828032,93.99,94.91,65.50,13.82,0.647,0.690,0.781,0.675,0.903,0.783
1355030828033,91.32,95.26,50.92,13.82,0.647,0.690,0.781,0.675,0.903,0.783
1355030828034,97.47,97.76,84.48,35.58,0.854,0.897,0.938,0.882,0.936,1.000
1355030828035,93.98,94.69,53.15,11.42,0.569,0.753,0.733,0.686,0.825,0.695
1355030828036,95.49,98.40,57.22,17.36,0.574,0.774,0.756,0.701,0.851,0.724
1355030828037,92.59,96.20,44.69,17.36,0.574,0.774,0.756,0.701,0.851,0.724
1355030828038,95.49,98.40,57.22,17.36,0.574,0.774,0.756,0.701,0.851,0.724
1355030828039,92.85,96.54,51.06,14.88,0.638,0.690,0.768,0.672,0.884,0.763
1355030828040,95.24,97.96,59.84,5.45,0.396,0.598,0.666,0.521,0.822,0.689
1355030828041,89.98,94.53,42.92,13.82,0.647,0.690,0.781,0.675,0.903,0.783
1355030829001,93.93,95.65,63.53,35.10,0.777,0.909,0.885,0.863,0.916,0.876
1355030829002,91.64,92.78,66.60,25.96,0.762,0.837,0.853,0.811,0.913,0.837
1355030829003,96.11,98.23,57.20,11.15,0.628,0.718,0.779,0.687,0.895,0.770
1355030829004,97.55,98.51,80.93,30.79,0.723,0.778,0.822,0.759,0.910,0.805
1355030829005,84.71,91.54,27.92,7.70,0.479,0.655,0.672,0.590,0.781,0.659
1355030829006,97.55,98.51,80.93,30.79,0.723,0.778,0.822,0.759,0.910,0.805
1355030829007,92.48,94.24,60.96,24.47,0.631,0.715,0.775,0.686,0.889,0.763
1355030829008,92.47,96.33,54.81,13.81,0.616,0.740,0.755,0.696,0.847,0.730
1355030829009,89.47,93.56,44.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030829010,93.93,95.65,63.53,35.10,0.777,0.909,0.885,0.863,0.916,0.876
1355030829011,96.11,98.23,57.20,11.15,0.628,0.718,0.779,0.687,0.895,0.770
1355030829012,89.47,93.56,44.84,5.45,0.396,0.598,0.661,0.521,0.804,0.689
1355030829013,92.48,94.24,60.96,24.47,0.631,0.715,0.775,0.686,0.889,0.763
1355030829014,96.11,98.23,57.20,11.15,0.628,0.718,0.779,0.687,0.895,0.770
1355030829015,92.47,96.33,54.81,13.81,0.616,0.740,0.755,0.696,0.847,0.730
1355030829016,94.44,95.97,64.35,22.14,0.720,0.827,0.848,0.790,0.913,0.844
1355030829017,94.44,95.97,64.35,22.14,0.720,0.827,0.848,0.790,0.913,0.844
1355030829018,92.55,95.19,56.30,13.81,0.616,0.740,0.755,0.696,0.847,0.730
1355030829019,92.59,96.20,44.69,13.81,0.616,0.740,0.755,0.696,0.847,0.730
1355030829020,93.93,95.65,63.53,35.10,0.777,0.909,0.885,0.863,0.916,0.876
1355030829021,86.93,91.07,29.68,7.70,0.479,0.655,0.672,0.590,0.781,0.659
1355030829022,93.93,95.65,63.53,35.10,0.777,0.909,0.885,0.863,0.916,0.876
1355030829023,94.32,98.16,55.49,22.14,0.720,0.827,0.848,0.790,0.913,0.844
1355030829024,90.19,93.60,37.32,7.70,0.479,0.655,0.672,0.590,0.781,0.659
1355030829025,94.54,97.44,65.00,25.83,0.654,0.723,0.784,0.699,0.890,0.774
1355030829026,94.54,97.44,65.00,25.83,0.654,0.723,0.784,0.699,0.890,0.774
1355030829027,90.19,93.60,37.32,7.70,0.479,0.655,0.672,0.590,0.781,0.659
1355030829028,90.19,93.60,37.32,7.70,0.479,0.655,0.672,0.590,0.781,0.659
1355030829029,94.44,95.97,64.35,22.14,0.720,0.827,0.848,0.790,0.913,0.844
1355030829030,90.19,93.60,37.32,7.70,0.479,0.655,0.672,0.590,0.781,0.659
1355030829031,90.19,93.60,37.32,7.70,0.479,0.655,0.672,0.590,0.781,0.659
1355030829032,86.11,91.28,32.42,3.96,0.442,0.613,0.638,0.550,0.743,0.635
1355030829033,90.19,93.60,37.32,7.70,0.479,0.655,0.672,0.590,0.781,0.659
1355030829034,90.19,93.60,37.32,7.70,0.479,0.655,0.672,0.590,0.781,0.659
1355030829035,97.49,99.37,87.18,43.72,0.874,0.812,0.927,0.832,0.957,1.000
1355030829036,92.47,96.33,54.81,13.81,0.616,0.740,0.755,0.696,0.847,0.730
1355030829037,90.53,93.34,52.57,25.96,0.762,0.837,0.853,0.811,0.913,0.837
1355030829038,94.44,95.97,64.35,22.14,0.720,0.827,0.848,0.790,0.913,0.844
1355030829039,93.93,95.65,63.53,35.10,0.777,0.909,0.885,0.863,0.916,0.876
1355030829040,96.11,98.23,57.20,11.15,0.628,0.718,0.779,0.687,0.895,0.770
1355030829041,92.47,96.33,54.81,13.81,0.616,0.740,0.755,0.696,0.847,0.730
1355030829042,93.93,95.65,63.53,35.10,0.777,0.909,0.885,0.863,0.916,0.876
