Cod_setor,Populacao
355030822000175,1035
355030822000176,293
355030822000177,606
355030822000178,589
355030822000179,1089
355030822000180,1059
355030822000181,338
355030822000182,1413
355030822000183,930
355030822000184,679
355030822000185,511
355030822000186,736
355030822000187,752
355030822000188,640
355030822000189,585
355030822000190,865
355030822000191,859
355030822000192,659
355030822000193,717
355030822000194,846
355030822000195,844
355030822000196,1014
355030822000197,969
355030822000198,1104
355030822000199,370
355030822000200,869
355030822000201,950
355030822000202,524
355030822000203,266
355030822000204,321
355030822000205,523
355030822000206,518
355030822000207,571
355030822000208,744
355030822000209,619
355030822000210,1037
355030822000211,289
355030822000212,417
355030822000213,435
355030822000214,901
355030822000215,514
355030822000216,813
355030822000217,1069
355030822000218,204
355030822000219,934
355030822000220,662
355030822000221,457
355030822000222,550
355030822000223,944
355030822000224,1167
355030822000225,711
355030822000226,611
355030822000227,624
355030822000228,648
355030822000229,1346
355030822000230,1002
355030822000231,753
355030822000232,962
355030822000233,778
355030822000234,525
355030822000235,768
355030822000236,1036
355030822000237,1256
355030822000238,582
355030822000239,1010
355030822000240,754
355030822000241,173
355030822000242,103
355030822000243,675
355030822000244,844
355030822000245,813
355030822000246,691
355030822000247,952
355030822000248,950
355030822000249,779
355030822000250,991
355030822000251,1157
355030822000252,844
355030822000253,181
355030822000254,979
355030822000255,969
355030822000256,1210
355030822000257,297
355030822000258,869
355030822000259,1449
355030822000260,1298
355030822000261,841
355030822000262,475
355030822000263,270
355030822000264,1016
355030822000265,818
355030822000266,272
355030822000267,861
355030822000268,652
355030822000269,682
355030822000270,801
355030822000271,647
355030822000272,898
355030822000273,674
355030822000274,867
355030822000275,353
355030822000276,668
355030822000277,769
355030822000278,488
355030822000279,701
355030822000280,421
355030822000281,906
355030822000282,840
355030822000283,1130
355030822000284,466
355030822000285,43
355030822000286,898
355030822000287,860
355030822000288,581
355030822000289,799
355030822000290,653
355030822000291,573
355030822000292,854
355030822000293,250
355030822000294,907
355030822000295,624
355030822000296,612
355030822000297,635
355030822000298,594
355030822000299,598
355030822000300,809
355030822000301,444
355030822000302,532
355030822000303,526
355030822000304,567
355030822000305,363
355030822000306,530
355030822000307,762
355030822000308,862
355030822000309,665
355030822000310,818
355030822000311,684
355030822000312,665
355030822000313,458
355030822000314,923
355030822000315,1142
355030822000316,547
355030822000317,228
355030822000318,811
355030822000319,541
355030822000320,272
355030822000321,239
355030822000322,429
355030822000323,679
355030822000324,261
355030822000325,836
355030822000326,650
355030822000327,626
355030822000328,858
355030822000329,351
355030822000330,564
355030822000331,710
355030822000332,401
355030822000333,403
355030822000334,308
355030822000335,538
355030822000336,652
355030822000337,895
355030822000338,387
355030822000339,430
355030822000340,376
355030822000341,690
355030822000342,242
355030822000343,479
355030822000344,653
355030822000345,483
355030822000346,574
355030822000347,602
355030822000348,295
355030822000349,925
355030822000350,275
355030822000351,686
355030822000352,467
355030822000353,683
355030822000354,405
355030822000355,776
355030822000356,162
355030822000357,356
355030822000358,278
355030822000359,548
355030822000360,349
355030822000362,123
355030822000364,312
355030822000365,373
355030822000366,278
355030822000367,309
355030822000368,309
355030822000369,207
355030822000370,394
355030822000371,564
355030822000372,1105
355030822000373,362
355030822000374,745
355030822000375,132
355030822000376,703
355030822000377,149
355030822000378,114
355030822000379,272
355030822000380,671
355030823000001,868
355030823000002,777
355030823000003,754
355030823000004,490
355030823000005,889
355030823000006,795
355030823000007,979
355030823000008,690
355030823000009,573
355030823000010,354
355030823000011,862
355030823000012,694
355030823000013,546
355030823000014,961
355030823000015,886
355030823000016,1099
355030823000017,706
355030823000018,1522
355030823000019,1076
355030823000020,1626
355030823000021,1135
355030823000022,799
355030823000023,692
355030823000024,944
355030823000025,834
355030823000026,879
355030823000027,336
355030823000028,548
355030823000029,367
355030823000030,835
355030823000031,559
355030823000032,741
355030823000033,670
355030823000034,229
355030823000035,793
355030823000036,848
355030823000037,987
355030823000038,849
355030823000039,1610
355030823000040,821
355030823000041,1264
355030823000042,995
355030823000043,707
355030823000044,1181
355030823000045,510
355030823000046,1158
355030823000047,725
355030823000048,1302
355030823000049,680
355030823000050,260
355030823000051,860
355030823000052,842
355030823000053,1561
355030823000054,885
355030823000055,763
355030823000056,772
355030823000057,845
355030823000058,697
355030823000059,745
355030823000060,730
355030823000061,857
355030823000062,801
355030823000063,894
355030823000064,565
355030823000065,966
355030823000066,1186
355030823000067,515
355030823000068,938
355030823000069,654
355030823000070,839
355030823000071,718
355030823000072,1011
355030823000073,781
355030823000074,481
355030823000075,917
355030823000076,757
355030823000077,713
355030823000078,638
355030823000079,829
355030823000080,1125
355030823000081,1271
355030823000082,826
355030823000083,850
355030823000084,666
355030823000085,277
355030823000086,1361
355030823000087,612
355030823000088,1007
355030823000089,652
355030823000090,1136
355030823000091,436
355030823000092,675
355030823000093,1069
355030823000094,1436
355030823000095,1235
355030823000096,682
355030823000097,734
355030823000099,599
355030823000100,727
355030823000101,808
355030823000102,663
355030823000103,525
355030823000104,313
355030823000105,1015
355030823000106,1232
355030823000107,764
355030823000108,1144
355030823000109,802
355030823000110,916
355030823000111,946
355030823000112,1276
355030823000113,1207
355030823000114,1261
355030823000115,1003
355030823000116,796
355030823000117,856
355030823000118,744
355030823000119,894
355030823000120,757
355030823000121,753
355030823000122,761
355030823000123,767
355030823000124,213
355030823000125,731
355030823000126,1173
355030823000127,894
355030823000128,1413
355030823000129,587
355030823000130,650
355030823000131,891
355030823000132,940
355030823000133,636
355030823000134,1084
355030823000135,1366
355030823000136,923
355030823000137,1584
355030823000138,844
355030823000139,1037
355030823000140,1443
355030823000141,738
355030823000142,1364
355030823000143,964
355030823000144,564
355030823000145,831
355030823000146,788
355030823000147,1395
355030823000148,962
355030823000149,888
355030823000150,985
355030823000151,664
355030823000152,1232
355030823000153,978
355030823000154,1177
355030823000155,925
355030823000156,1160
355030823000157,283
355030823000158,500
355030823000159,680
355030823000160,657
355030823000161,1148
355030823000162,734
355030823000163,253
355030823000164,869
355030823000165,345
355030823000166,589
355030823000167,750
355030823000168,963
355030823000169,1441
355030823000170,571
355030823000171,628
355030823000172,474
355030823000173,668
355030823000174,1830
355030823000175,932
355030823000176,1647
355030823000177,388
355030823000178,982
355030823000179,619
355030823000180,415
355030823000181,1058
355030823000182,816
355030823000183,29
355030823000185,873
355030823000186,1301
355030823000187,930
355030823000188,1125
355030823000189,429
355030823000190,868
355030823000191,506
355030823000192,420
355030823000193,203
355030823000194,1392
355030823000195,613
355030823000196,1099
355030823000197,699
355030823000198,902
355030823000199,914
355030823000200,711
355030823000201,834
355030823000202,266
355030823000203,876
355030823000204,1011
355030823000205,1129
355030823000206,230
355030823000207,748
355030823000208,871
355030823000209,892
355030823000210,727
355030823000211,785
355030823000212,783
355030823000213,1318
355030823000214,707
355030823000215,1346
355030823000216,16
355030823000217,280
355030823000218,582
355030823000219,977
355030823000220,705
355030823000221,706
355030823000222,458
355030823000223,664
355030823000224,644
355030823000225,180
355030823000226,666
355030823000227,281
355030823000228,613
355030823000229,578
355030823000230,728
355030823000231,438
355030823000232,589
355030823000233,746
355030823000234,228
355030823000236,235
355030823000238,157
355030823000239,177
355030823000240,80
355030823000241,696
355030823000242,96
355030823000243,214
355030823000244,320
355030823000245,484
355030823000246,37
355030823000247,312
355030823000248,309
355030823000249,159
355030823000250,377
355030823000251,352
355030823000252,218
355030823000253,166
355030823000254,87
355030823000255,247
355030823000256,531
355030823000257,200
355030823000258,282
355030824000001,629
355030824000002,964
355030824000003,711
355030824000004,905
355030824000005,1023
355030824000006,662
355030824000007,842
355030824000008,1171
355030824000009,969
355030824000010,574
355030824000011,450
355030824000012,761
355030824000013,289
355030824000014,713
355030824000015,981
355030824000016,850
355030824000017,859
355030824000018,464
355030824000019,817
355030824000020,659
355030824000021,884
355030824000022,1255
355030824000023,1160
355030824000024,859
355030824000025,474
355030824000026,693
355030824000027,721
355030824000028,582
355030824000029,518
355030824000030,906
355030824000031,779
355030824000032,375
355030824000033,798
355030824000034,558
355030824000035,1279
355030824000036,926
355030824000037,837
355030824000038,1013
355030824000039,1418
355030824000040,645
355030824000041,646
355030824000042,826
355030824000043,1054
355030824000044,912
355030824000045,638
355030824000046,1059
355030824000047,1196
355030824000048,589
355030824000050,655
355030824000051,936
355030824000052,1347
355030824000053,919
355030824000054,1050
355030824000055,983
355030824000056,337
355030824000057,925
355030824000058,417
355030824000059,772
355030824000060,509
355030824000061,1082
355030824000062,1026
355030824000063,209
355030824000064,855
355030824000065,1245
355030824000066,409
355030824000067,531
355030824000068,586
355030824000069,713
355030824000070,1006
355030824000071,702
355030824000072,1984
355030824000073,901
355030824000074,939
355030824000075,859
355030824000076,1004
355030824000077,719
355030824000078,807
355030824000079,397
355030824000080,419
355030824000081,412
355030824000082,381
355030824000083,740
355030824000084,872
355030824000085,644
355030824000086,1151
355030824000087,565
355030824000088,280
355030824000089,487
355030824000090,2598
355030824000091,530
355030824000092,633
355030824000093,1138
355030824000094,932
355030824000095,473
355030824000096,1053
355030824000097,668
355030824000098,609
355030824000099,709
355030824000100,498
355030824000101,1048
355030824000102,1239
355030824000103,1126
355030824000104,1182
355030824000105,579
355030824000106,793
355030824000107,555
355030824000108,817
355030824000109,580
355030824000110,692
355030824000111,1008
355030824000112,551
355030824000113,610
355030824000114,781
355030824000115,959
355030824000116,937
355030824000117,707
355030824000118,695
355030824000119,1056
355030824000120,1168
355030824000121,935
355030824000122,761
355030824000123,894
355030824000124,546
355030824000125,792
355030824000126,473
355030824000127,727
355030824000128,1138
355030824000129,689
355030824000130,1014
355030824000131,600
355030824000132,609
355030824000133,552
355030824000134,492
355030824000135,581
355030824000136,948
355030824000137,554
355030824000138,767
355030824000139,799
355030824000140,685
355030824000141,1550
355030824000142,620
355030824000143,598
355030824000144,340
355030824000145,453
355030824000146,397
355030824000147,473
355030824000148,727
355030824000149,651
355030824000150,425
355030824000151,370
355030824000152,674
355030824000153,440
355030824000154,391
355030824000155,470
355030824000157,471
355030824000158,203
355030824000159,527
355030824000160,387
355030824000161,414
355030824000162,967
355030824000163,431
355030824000164,1261
355030824000165,2209
355030825000001,810
355030825000002,1011
355030825000003,730
355030825000004,517
355030825000005,659
355030825000006,834
355030825000007,518
355030825000008,445
355030825000009,396
355030825000010,442
355030825000011,814
355030825000012,680
355030825000013,915
355030825000014,1081
355030825000015,1006
355030825000016,565
355030825000017,538
355030825000018,456
355030825000019,875
355030825000020,751
355030825000021,822
355030825000022,820
355030825000023,663
355030825000024,737
355030825000025,596
355030825000026,669
355030825000027,537
355030825000028,803
355030825000029,990
355030825000030,703
355030825000031,1109
355030825000032,866
355030825000033,828
355030825000034,1274
355030825000035,641
355030825000036,346
355030825000037,892
355030825000038,706
355030825000039,794
355030825000040,648
355030825000041,947
355030825000042,838
355030825000043,669
355030825000044,424
355030825000045,538
355030825000046,971
355030825000047,804
355030825000048,403
355030825000049,592
355030825000050,273
355030825000051,719
355030825000052,965
355030825000053,423
355030825000054,558
355030825000055,708
355030825000056,988
355030825000057,603
355030825000058,652
355030825000059,657
355030825000060,1051
355030825000061,823
355030825000063,393
355030825000064,684
355030825000065,710
355030825000066,446
355030825000067,1041
355030825000068,353
355030825000069,714
355030825000070,569
355030825000071,476
355030825000072,426
355030825000073,748
355030825000074,593
355030825000075,781
355030825000076,922
355030825000077,1154
355030825000078,1248
355030825000079,467
355030825000080,322
355030825000081,904
355030825000082,512
355030825000083,462
355030825000084,511
355030825000085,770
355030825000086,557
355030825000087,739
355030825000088,978
355030825000089,1084
355030825000090,606
355030825000091,460
355030825000092,429
355030825000093,672
355030825000094,651
355030825000095,458
355030825000096,604
355030825000097,909
355030825000098,455
355030825000099,901
355030825000100,494
355030825000101,620
355030825000102,479
355030825000103,399
355030825000104,874
355030825000105,760
355030825000106,794
355030825000107,955
355030825000108,971
355030825000109,434
355030825000110,627
355030825000111,832
355030825000112,347
355030825000113,132
355030825000114,1000
355030825000115,430
355030825000116,411
355030825000117,845
355030825000118,539
355030825000119,601
355030825000120,583
355030825000121,606
355030825000122,691
355030825000123,1014
355030825000124,749
355030825000125,507
355030825000126,756
355030825000127,793
355030825000128,896
355030825000129,868
355030825000130,918
355030825000131,835
355030825000132,648
355030825000133,697
355030825000134,847
355030825000135,625
355030825000136,395
355030825000137,1138
355030825000138,395
355030825000139,713
355030825000140,517
355030825000141,605
355030825000142,786
355030825000143,839
355030825000144,617
355030825000145,746
355030825000146,902
355030825000147,414
355030825000148,392
355030825000149,585
355030825000150,753
355030825000151,535
355030825000152,496
355030825000153,838
355030825000154,890
355030825000155,194
355030825000156,751
355030825000157,550
355030825000158,712
355030825000159,866
355030825000160,615
355030825000161,753
355030825000162,445
355030825000163,541
355030825000164,691
355030825000165,544
355030825000166,730
355030825000167,689
355030825000168,496
355030825000169,452
355030825000170,628
355030825000171,494
355030825000172,499
355030825000173,711
355030825000174,763
355030825000175,515
355030825000176,532
355030825000177,1428
355030825000178,940
355030825000179,903
355030825000180,938
355030825000181,568
355030825000182,676
355030825000183,480
355030825000184,592
355030825000185,757
355030825000186,1030
355030825000187,597
355030825000188,830
355030825000189,701
355030825000190,725
355030825000191,737
355030825000192,597
355030825000193,806
355030825000194,771
355030825000195,800
355030825000196,1352
355030825000197,697
355030825000198,1097
355030825000199,1287
355030825000200,1513
355030825000201,596
355030825000202,1383
355030825000203,837
355030825000204,4
355030825000205,870
355030825000206,675
355030825000207,658
355030825000208,675
355030825000209,388
355030825000210,534
355030825000211,742
355030825000212,450
355030825000213,596
355030825000214,628
355030825000215,703
355030825000216,865
355030825000217,424
355030825000218,385
355030825000219,694
355030825000220,651
355030825000221,844
355030825000222,1201
355030825000223,731
355030825000224,790
355030825000225,315
355030825000226,524
355030825000227,365
355030825000228,737
355030825000229,614
355030825000230,905
355030825000231,483
355030825000232,802
355030825000233,49
355030825000234,399
355030825000235,522
355030825000236,619
355030825000237,1036
355030825000238,466
355030825000239,522
355030825000240,400
355030825000241,1057
355030825000242,500
355030825000243,550
355030825000244,852
355030825000245,458
355030825000246,168
355030825000247,1231
355030825000248,1000
355030825000249,591
355030825000250,472
355030825000251,703
355030825000252,569
355030825000253,903
355030825000254,491
355030825000255,342
355030825000256,34
355030825000257,499
355030825000258,881
355030825000259,362
355030825000260,431
355030825000261,481
355030825000262,720
355030825000263,720
355030825000264,285
355030825000265,15
355030825000266,469
355030825000267,113
355030825000268,288
355030825000269,413
355030825000270,366
355030825000271,700
355030825000272,377
355030825000273,434
355030825000274,539
355030825000275,504
355030825000276,379
355030825000277,653
355030825000278,679
355030825000279,271
355030825000281,373
355030825000282,530
355030825000283,789
355030825000284,620
355030825000285,593
355030825000286,586
355030825000287,638
355030825000288,466
355030825000289,996
355030825000290,1004
355030825000291,523
355030825000292,734
355030825000293,193
355030825000294,486
355030825000295,11
355030825000297,37
355030825000298,602
355030825000299,387
355030825000300,642
355030825000301,499
355030825000302,617
355030825000303,5
355030825000304,320
355030825000305,229
355030825000306,431
355030825000307,458
355030825000308,786
355030825000309,504
355030825000310,579
355030825000311,686
355030825000312,548
355030825000314,651
355030825000315,230
355030825000316,394
355030825000318,648
355030825000319,780
355030825000321,641
355030825000322,360
355030825000323,403
355030825000324,716
355030825000325,563
355030825000326,433
355030825000327,1076
355030825000328,33
355030825000329,210
355030825000332,672
355030825000333,189
355030825000334,258
355030825000335,200
355030825000336,651
355030825000337,191
355030825000338,497
355030825000339,323
355030826000001,461
355030826000002,441
355030826000003,418
355030826000004,392
355030826000005,397
355030826000006,701
355030826000007,410
355030826000008,365
355030826000009,465
355030826000010,446
355030826000011,491
355030826000012,372
355030826000013,432
355030826000014,312
355030826000015,540
355030826000016,513
355030826000017,607
355030826000018,458
355030826000019,903
355030826000020,475
355030826000021,417
355030826000022,588
355030826000023,480
355030826000024,322
355030826000025,563
355030826000026,332
355030826000027,403
355030826000028,541
355030826000029,509
355030826000030,508
355030826000031,364
355030826000032,552
355030826000033,519
355030826000034,336
355030826000035,364
355030826000036,565
355030826000037,469
355030826000038,241
355030826000039,443
355030826000041,486
355030826000042,804
355030826000043,568
355030826000044,442
355030826000045,291
355030826000046,533
355030826000047,319
355030826000048,505
355030826000049,427
355030826000050,405
355030826000051,609
355030826000052,615
355030826000053,171
355030826000054,584
355030826000055,550
355030826000056,412
355030826000057,239
355030826000058,470
355030826000059,191
355030826000060,275
355030826000061,390
355030826000062,414
355030826000063,488
355030826000064,486
355030826000065,286
355030826000066,429
355030826000067,594
355030826000068,682
355030826000069,468
355030826000070,430
355030826000071,505
355030826000072,479
355030826000073,454
355030826000074,429
355030826000075,663
355030826000076,494
355030826000077,376
355030826000078,452
355030826000079,297
355030826000080,387
355030826000081,384
355030826000082,414
355030826000083,429
355030826000084,235
355030826000085,416
355030826000086,310
355030826000087,489
355030826000088,247
355030826000089,353
355030826000090,556
355030826000091,513
355030826000092,377
355030826000093,640
355030826000094,428
355030826000095,627
355030826000096,370
355030826000097,546
355030826000098,356
355030826000099,359
355030826000100,463
355030826000101,235
355030826000102,389
355030826000104,396
355030826000105,145
355030826000106,297
355030826000107,336
355030826000108,173
355030826000109,321
355030826000110,611
355030826000111,325
355030826000112,405
355030826000113,307
355030826000114,388
355030826000115,343
355030826000116,341
355030826000117,291
355030826000118,367
355030826000119,371
355030826000120,335
355030826000121,164
355030826000122,236
355030826000123,361
355030826000124,177
355030826000125,338
355030826000126,518
355030826000127,268
355030826000128,164
355030826000129,88
355030826000130,156
355030826000131,220
355030826000132,179
355030826000133,262
355030826000134,226
355030826000135,501
355030826000136,142
355030826000137,321
355030826000138,75
355030826000139,284
355030826000140,128
355030826000141,179
355030826000142,154
355030826000143,249
355030826000144,426
355030826000145,150
355030826000146,146
355030826000147,151
355030827000001,478
355030827000002,731
355030827000003,381
355030827000004,1044
355030827000005,719
355030827000006,525
355030827000007,363
355030827000008,637
355030827000009,623
355030827000010,536
355030827000011,739
355030827000012,712
355030827000013,1204
355030827000014,676
355030827000015,678
355030827000016,1103
355030827000017,437
355030827000018,700
355030827000019,644
355030827000020,620
355030827000021,408
355030827000022,459
355030827000023,668
355030827000024,893
355030827000025,740
355030827000026,579
355030827000027,923
355030827000028,642
355030827000029,606
355030827000030,914
355030827000031,698
355030827000032,609
355030827000033,720
355030827000034,370
355030827000035,766
355030827000036,530
355030827000037,289
355030827000038,644
355030827000039,681
355030827000040,673
355030827000041,549
355030827000042,470
355030827000043,683
355030827000044,689
355030827000045,686
355030827000046,568
355030827000047,670
355030827000048,844
355030827000049,412
355030827000050,524
355030827000051,358
355030827000052,471
355030827000053,668
355030827000054,491
355030827000055,688
355030827000056,708
355030827000057,663
355030827000058,569
355030827000059,601
355030827000060,272
355030827000061,636
355030827000062,585
355030827000063,595
355030827000064,736
355030827000065,554
355030827000066,591
355030827000067,636
355030827000068,476
355030827000069,602
355030827000070,660
355030827000071,471
355030827000072,429
355030827000073,803
355030827000074,718
355030827000075,704
355030827000076,499
355030827000077,469
355030827000078,929
355030827000079,732
355030827000080,729
355030827000081,423
355030827000082,649
355030827000083,837
355030827000084,664
355030827000085,664
355030827000086,667
355030827000087,460
355030827000088,493
355030827000089,860
355030827000090,768
355030827000091,258
355030827000092,688
355030827000093,547
355030827000094,773
355030827000095,630
355030827000096,878
355030827000097,670
355030827000098,498
355030827000099,494
355030827000100,727
355030827000101,655
355030827000102,519
355030827000103,856
355030827000104,920
355030827000105,591
355030827000106,731
355030827000107,929
355030827000108,255
355030827000109,518
355030827000110,511
355030827000111,534
355030827000112,551
355030827000113,728
355030827000114,554
355030827000115,607
355030827000116,712
355030827000117,714
355030827000118,1863
355030827000119,1037
355030827000120,583
355030827000121,1004
355030827000122,564
355030827000123,525
355030827000124,373
355030827000125,308
355030827000126,274
355030827000127,502
355030827000128,306
355030827000129,529
355030827000130,501
355030827000131,379
355030827000132,785
355030827000133,830
355030827000134,274
355030827000135,862
355030827000136,1000
355030827000137,508
355030827000138,584
355030827000139,553
355030827000140,41
355030827000143,657
355030827000144,511
355030827000145,531
355030827000146,606
355030827000147,559
355030827000148,352
355030827000149,585
355030827000150,571
355030827000151,1884
355030827000152,372
355030827000153,449
355030827000154,385
355030827000155,590
355030827000156,203
355030827000157,629
355030827000158,448
355030827000159,576
355030827000160,404
355030827000161,471
355030827000162,453
355030827000163,399
355030827000164,586
355030827000165,616
355030827000166,609
355030827000167,369
355030827000168,426
355030827000169,511
355030827000170,521
355030827000171,492
355030827000172,277
355030827000173,384
355030827000174,261
355030827000175,948
355030827000176,382
355030827000177,504
355030827000178,471
355030827000179,539
355030827000180,180
355030827000181,157
355030827000182,322
355030827000183,350
355030827000184,330
355030828000001,938
355030828000002,877
355030828000003,699
355030828000004,673
355030828000005,626
355030828000006,555
355030828000007,309
355030828000008,521
355030828000009,621
355030828000010,715
355030828000011,738
355030828000012,535
355030828000013,446
355030828000014,534
355030828000015,608
355030828000016,243
355030828000017,481
355030828000018,696
355030828000019,876
355030828000020,543
355030828000021,445
355030828000022,398
355030828000023,593
355030828000024,729
355030828000025,578
355030828000026,522
355030828000027,840
355030828000028,271
355030828000029,737
355030828000030,1185
355030828000031,795
355030828000032,817
355030828000033,518
355030828000034,594
355030828000035,558
355030828000036,697
355030828000037,505
355030828000038,266
355030828000039,741
355030828000040,490
355030828000041,249
355030828000042,793
355030828000043,588
355030828000044,966
355030828000045,615
355030828000046,458
355030828000047,772
355030828000048,902
355030828000049,685
355030828000050,530
355030828000051,796
355030828000052,744
355030828000053,495
355030828000054,842
355030828000055,876
355030828000056,486
355030828000057,945
355030828000058,732
355030828000059,645
355030828000060,495
355030828000061,919
355030828000062,953
355030828000063,642
355030828000064,607
355030828000065,623
355030828000066,928
355030828000067,649
355030828000068,712
355030828000069,629
355030828000070,1019
355030828000071,695
355030828000072,877
355030828000073,1032
355030828000074,1034
355030828000075,540
355030828000076,563
355030828000077,1043
355030828000078,567
355030828000079,451
355030828000080,750
355030828000081,270
355030828000082,678
355030828000083,565
355030828000084,518
355030828000085,263
355030828000086,508
355030828000087,651
355030828000088,517
355030828000089,448
355030828000090,423
355030828000091,512
355030828000092,216
355030828000093,827
355030828000094,802
355030828000095,507
355030828000096,778
355030828000097,548
355030828000098,774
355030828000099,475
355030828000100,810
355030828000101,800
355030828000102,343
355030828000103,630
355030828000104,1253
355030828000105,1064
355030828000106,562
355030828000107,486
355030828000108,657
355030828000109,515
355030828000110,503
355030828000111,650
355030828000112,477
355030828000113,737
355030828000114,1054
355030828000115,1059
355030828000116,933
355030828000117,816
355030828000118,927
355030828000119,1037
355030828000120,462
355030828000121,1529
355030828000122,801
355030828000123,440
355030828000124,693
355030828000125,857
355030828000126,1157
355030828000127,1153
355030828000128,585
355030828000129,909
355030828000130,780
355030828000131,441
355030828000132,745
355030828000133,834
355030828000134,776
355030828000135,464
355030828000136,1611
355030828000137,1457
355030828000138,859
355030828000140,760
355030828000141,678
355030828000142,565
355030828000143,919
355030828000144,405
355030828000145,422
355030828000146,459
355030828000147,569
355030828000148,551
355030828000149,505
355030828000150,522
355030828000151,513
355030828000152,572
355030828000153,570
355030828000154,592
355030828000155,390
355030828000156,535
355030828000157,239
355030828000158,240
355030828000159,257
355030828000160,443
355030828000161,461
355030828000162,1099
355030828000163,21
355030828000164,323
355030828000165,498
355030828000166,666
355030828000167,152
355030828000168,270
355030828000169,426
355030828000170,355
355030828000171,377
355030828000172,256
355030828000173,404
355030828000174,849
355030828000175,165
355030828000176,317
355030828000177,236
355030828000178,528
355030829000001,754
355030829000002,674
355030829000003,623
355030829000004,869
355030829000005,628
355030829000006,931
355030829000007,879
355030829000008,826
355030829000009,1298
355030829000010,930
355030829000011,637
355030829000012,676
355030829000013,853
355030829000014,829
355030829000015,453
355030829000016,623
355030829000017,552
355030829000018,792
355030829000019,133
355030829000020,749
355030829000021,310
355030829000022,814
355030829000023,765
355030829000024,833
355030829000025,863
355030829000026,381
355030829000027,387
355030829000028,907
355030829000029,1063
355030829000030,881
355030829000031,881
355030829000032,407
355030829000033,747
355030829000034,444
355030829000035,697
355030829000036,834
355030829000037,735
355030829000038,460
355030829000039,850
355030829000040,489
355030829000041,641
355030829000042,871
355030829000043,397
355030829000044,397
355030829000045,365
355030829000046,753
355030829000047,398
355030829000048,874
355030829000049,559
355030829000050,901
355030829000051,948
355030829000052,1164
355030829000053,440
355030829000054,655
355030829000055,497
355030829000056,711
355030829000057,757
355030829000058,497
355030829000059,403
355030829000060,769
355030829000061,829
355030829000062,487
355030829000063,547
355030829000064,465
355030829000065,520
355030829000066,905
355030829000067,440
355030829000068,515
355030829000069,533
355030829000070,780
355030829000071,780
355030829000072,754
355030829000073,1006
355030829000074,699
355030829000075,923
355030829000076,727
355030829000077,728
355030829000078,368
355030829000079,1012
355030829000080,763
355030829000081,319
355030829000082,1392
355030829000083,634
355030829000084,650
355030829000085,1068
355030829000086,733
355030829000087,282
355030829000088,739
355030829000089,433
355030829000090,572
355030829000091,444
355030829000092,496
355030829000093,569
355030829000094,1005
355030829000095,713
355030829000096,616
355030829000097,586
355030829000098,413
355030829000099,881
355030829000100,694
355030829000101,392
355030829000102,812
355030829000103,689
355030829000104,728
355030829000105,687
355030829000106,370
355030829000107,372
355030829000108,888
355030829000109,752
355030829000110,858
355030829000111,548
355030829000112,512
355030829000113,533
355030829000114,658
355030829000115,1045
355030829000116,837
355030829000117,715
355030829000118,715
355030829000119,801
355030829000120,801
355030829000121,938
355030829000122,735
355030829000123,509
355030829000124,275
355030829000125,680
355030829000126,399
355030829000127,896
355030829000128,876
355030829000129,1239
355030829000130,896
355030829000131,700
355030829000132,611
355030829000133,508
355030829000134,670
355030829000135,607
355030829000136,572
355030829000137,610
355030829000138,683
355030829000139,959
355030829000140,793
355030829000141,686
355030829000142,638
355030829000143,785
355030829000144,952
355030829000145,523
355030829000146,1284
355030829000147,565
355030829000148,764
355030829000149,710
355030829000150,599
355030829000151,864
355030829000152,562
355030829000153,643
355030829000154,252
355030829000155,798
355030829000156,710
355030829000157,564
355030829000158,571
355030829000159,788
355030829000160,444
355030829000161,910
355030829000162,1060
355030829000163,1613
355030829000164,383
355030829000165,360
355030829000166,794
355030829000167,328
355030829000168,527
355030829000169,626
355030829000170,520
355030829000171,545
355030829000172,879
355030829000173,198
355030829000174,645
355030829000175,430
355030829000176,472
355030829000177,381
355030829000178,302
355030829000179,521
355030829000180,463
355030829000181,260
355030829000182,419
355030829000183,461
355030829000184,495
355030829000185,700
355030829000186,583
355030829000187,326
355030829000188,476
355030829000189,841
355030829000190,363
355030829000191,212
355030829000192,451
355030829000193,387
355030829000194,373
355030829000195,783
355030829000196,443
355030829000197,327
355030829000198,420
355030829000199,406
355030829000200,452
355030829000201,544
355030829000202,322
355030829000203,700
355030829000204,393
355030829000205,492
355030829000206,662
355030829000207,654
355030829000208,300
355030829000209,502
355030829000210,179
355030829000211,371
355030829000212,295
355030829000213,412
355030829000214,206
355030829000215,502
355030829000216,636
355030829000217,754
355030829000218,394
355030829000219,825
355030829000220,284
355030829000221,16
355030829000222,476
355030829000226,284
355030829000227,490
355030829000228,236
355030829000230,46
355030829000233,35
355030829000234,137
355030830000001,953
355030830000002,733
355030830000003,737
355030830000004,517
355030830000005,147
355030830000006,352
355030830000007,622
355030830000008,1081
355030830000009,581
355030830000010,972
355030830000011,831
355030830000012,547
355030830000013,740
355030830000014,1108
355030830000015,170
355030830000016,394
355030830000017,496
355030830000018,251
355030830000019,625
355030830000020,1119
355030830000021,677
355030830000022,881
355030830000023,409
355030830000024,819
355030830000025,1024
355030830000026,213
355030830000027,347
355030830000028,646
355030830000029,1048
355030830000030,1056
355030830000031,785
355030830000032,1359
355030830000033,635
355030830000034,578
355030830000035,369
355030830000036,985
355030830000037,993
355030830000038,552
355030830000039,678
355030830000040,698
355030830000041,662
