Cod_setor,Populacao
351870110000097,657
351870110000098,1624
351870110000099,1651
351870110000100,815
351870110000101,977
351870110000102,688
351870110000103,1242
351870110000104,1236
351870110000105,1688
351870110000106,822
351870110000107,1088
351870110000108,1040
351870110000109,941
351870110000110,745
351870110000111,1407
351870110000112,1345
351870110000113,1616
351870110000114,1554
351870110000115,1494
351870110000116,1195
351870110000117,511
351870110000118,627
351870110000119,964
351870110000120,1046
351870110000121,865
351870110000122,1208
351870110000123,1567
351870110000124,930
351870110000125,584
351870110000126,542
351870110000127,644
351870110000128,550
351870110000129,7
351870110000130,1042
351870110000131,1154
351870110000132,2
351870110000133,968
351870110000134,815
351870110000135,759
351870110000136,535
351870110000137,633
351870110000138,814
351870110000139,1178
351870110000140,456
351870110000141,16
351870110000143,68
351870110000144,5
351870110000145,767
351870110000146,814
351870110000147,1166
351870110000148,1030
351870110000149,983
351870110000150,606
351870110000151,1137
351870110000152,1318
351870110000153,1410
351870110000154,772
351870110000155,980
351870110000156,820
351870110000157,1666
351870110000158,121
351870110000159,702
351870110000160,677
351870110000161,78
351870110000162,34
351870110000163,577
351870110000164,524
351870110000165,1023
351870110000166,1009
351870110000167,575
351870110000168,684
351870110000169,321
351870110000170,879
351870110000171,824
351870110000172,1801
351870110000173,479
351870110000174,724
351870110000175,1625
351870110000176,1073
351870110000177,673
351870110000178,761
351870110000179,1594
351870110000180,1346
351870110000181,638
351870110000182,621
351870110000183,654
351870110000184,559
351870110000185,479
351870110000186,340
351880005000001,497
351880005000002,151
351880005000003,568
351880005000004,673
351880005000005,423
351880005000006,439
351880005000007,354
351880005000008,331
351880005000009,232
351880005000011,825
351880005000012,245
351880005000013,533
351880005000014,697
351880005000015,640
351880005000016,688
351880005000017,509
351880005000018,637
351880005000019,917
351880005000020,749
351880005000021,419
351880005000022,426
351880005000023,661
351880005000024,504
351880005000025,695
351880005000026,518
351880005000027,582
351880005000028,694
351880005000029,738
351880005000030,765
351880005000031,172
351880005000032,514
351880005000033,763
351880005000034,1168
351880005000035,676
351880005000036,505
351880005000037,633
351880005000038,704
351880005000039,915
351880005000040,842
351880005000041,978
351880005000042,568
351880005000043,727
351880005000044,960
351880005000045,727
351880005000046,548
351880005000047,975
351880005000048,614
351880005000049,977
351880005000050,698
351880005000051,435
351880005000052,887
351880005000053,552
351880005000054,710
351880005000055,673
351880005000056,1143
351880005000057,575
351880005000058,717
351880005000059,536
351880005000060,601
351880005000061,850
351880005000062,941
351880005000063,841
351880005000064,533
351880005000065,921
351880005000066,811
351880005000067,895
351880005000068,487
351880005000069,665
351880005000070,950
351880005000071,689
351880005000072,505
351880005000073,380
351880005000074,938
351880005000075,828
351880005000076,909
351880005000077,989
351880005000078,808
351880005000079,621
351880005000080,850
351880005000081,757
351880005000082,633
351880005000083,576
351880005000084,590
351880005000085,488
351880005000086,552
351880005000087,515
351880005000088,420
351880005000089,763
351880005000090,847
351880005000091,631
351880005000092,82
351880005000094,942
351880005000095,762
351880005000096,552
351880005000097,643
351880005000098,822
351880005000099,422
351880005000101,345
351880005000102,1006
351880005000103,859
351880005000104,640
351880005000105,872
351880005000106,646
351880005000107,553
351880005000108,618
351880005000109,586
351880005000110,552
351880005000111,590
351880005000112,459
351880005000113,716
351880005000114,700
351880005000115,717
351880005000116,832
351880005000117,346
351880005000118,809
351880005000119,620
351880005000120,18
351880005000121,901
351880005000122,579
351880005000123,1009
351880005000124,556
351880005000125,672
351880005000126,321
351880005000127,980
351880005000128,963
351880005000129,753
351880005000130,432
351880005000131,785
351880005000132,907
351880005000133,143
351880005000134,524
351880005000135,721
351880005000136,798
351880005000137,737
351880005000138,639
351880005000139,431
351880005000140,280
351880005000141,629
351880005000142,314
351880005000143,468
351880005000144,317
351880005000145,669
351880005000146,803
351880005000147,573
351880005000148,682
351880005000149,602
351880005000150,517
351880005000151,932
351880005000152,1078
351880005000153,644
351880005000154,773
351880005000155,793
351880005000156,437
351880005000157,708
351880005000158,659
351880005000159,655
351880005000160,1127
351880005000161,850
351880005000162,922
351880005000163,688
351880005000164,787
351880005000165,690
351880005000166,788
351880005000167,675
351880005000168,828
351880005000169,935
351880005000170,462
351880005000171,875
351880005000172,402
351880005000173,440
351880005000174,633
351880005000175,719
351880005000176,882
351880005000177,1197
351880005000178,486
351880005000179,488
351880005000180,809
351880005000181,791
351880005000182,417
351880005000183,855
351880005000184,1012
351880005000185,340
351880005000186,891
351880005000187,875
351880005000188,759
351880005000189,867
351880005000190,587
351880005000191,324
351880005000192,322
351880005000193,429
351880005000194,539
351880005000195,917
351880005000196,782
351880005000197,490
351880005000198,335
351880005000199,948
351880005000200,861
351880005000201,877
351880005000202,405
351880005000203,634
351880005000204,471
351880005000205,895
351880005000206,611
351880005000207,718
351880005000208,893
351880005000209,436
351880005000210,565
351880005000211,941
351880005000212,760
351880005000213,515
351880005000214,752
351880005000215,965
351880005000216,1039
351880005000217,700
351880005000218,632
351880005000219,595
351880005000220,816
351880005000221,904
351880005000222,614
351880005000223,690
351880005000224,979
351880005000225,595
351880005000226,509
351880005000227,484
351880005000228,2195
351880005000229,1145
351880005000230,809
351880005000231,586
351880005000232,780
351880005000233,605
351880005000234,1061
351880005000235,870
351880005000236,745
351880005000237,566
351880005000238,767
351880005000239,676
351880005000240,611
351880005000241,1063
351880005000242,535
351880005000243,634
351880005000244,580
351880005000245,670
351880005000246,908
351880005000247,832
351880005000248,906
351880005000249,644
351880005000250,957
351880005000251,643
351880005000252,585
351880005000253,857
351880005000254,551
351880005000255,486
351880005000256,379
351880005000257,941
351880005000258,817
351880005000259,743
351880005000260,792
351880005000261,823
351880005000262,890
351880005000263,1168
351880005000264,912
351880005000265,703
351880005000266,1122
351880005000267,880
351880005000268,668
351880005000269,757
351880005000270,970
351880005000271,1028
351880005000272,290
351880005000273,511
351880005000274,409
351880005000275,604
351880005000276,592
351880005000277,1005
351880005000278,588
351880005000279,676
351880005000280,728
351880005000281,520
351880005000282,1073
351880005000283,526
351880005000284,508
351880005000285,657
351880005000286,636
351880005000287,512
351880005000288,560
351880005000289,679
351880005000290,929
351880005000291,409
351880005000292,960
351880005000293,959
351880005000294,236
351880005000295,793
351880005000296,710
351880005000297,1135
351880005000298,931
351880005000299,724
351880005000300,840
351880005000301,819
351880005000302,286
351880005000303,662
351880005000304,994
351880005000305,551
351880005000306,630
351880005000307,674
351880005000308,514
351880005000309,604
351880005000310,1149
351880005000311,658
351880005000312,519
351880005000313,920
351880005000314,699
351880005000315,985
351880005000316,585
351880005000317,585
351880005000318,984
351880005000319,901
351880005000320,823
351880005000321,658
351880005000322,574
351880005000323,650
351880005000324,583
351880005000325,641
351880005000326,860
351880005000327,542
351880005000328,621
351880005000329,709
351880005000330,736
351880005000331,619
351880005000332,539
351880005000333,709
351880005000334,624
351880005000335,987
351880005000336,735
351880005000337,612
351880005000338,704
351880005000339,574
351880005000340,777
351880005000341,616
351880005000342,824
351880005000343,477
351880005000344,488
351880005000345,620
351880005000346,690
351880005000347,568
351880005000348,723
351880005000349,395
351880005000350,543
351880005000351,1203
351880005000352,690
351880005000353,673
351880005000354,552
351880005000355,850
351880005000356,763
351880005000357,910
351880005000358,855
351880005000359,974
351880005000360,668
351880005000361,862
351880005000362,216
351880005000363,857
351880005000364,681
351880005000365,267
351880005000366,738
351880005000367,878
351880005000368,439
351880005000369,706
351880005000370,343
351880005000371,438
351880005000372,1059
351880005000373,1175
351880005000374,611
351880005000375,904
351880005000376,898
351880005000377,1406
351880005000378,1277
351880005000379,1302
351880005000380,728
351880005000381,1529
351880005000382,606
351880005000383,486
351880005000384,737
351880005000385,520
351880005000386,1119
351880005000387,806
351880005000388,611
351880005000389,773
351880005000390,853
351880005000391,1301
351880005000392,483
351880005000393,424
351880005000394,564
351880005000395,670
351880005000396,989
351880005000397,494
351880005000398,602
351880005000399,912
351880005000400,1081
351880005000401,393
351880005000402,818
351880005000403,609
351880005000404,667
351880005000405,825
351880005000406,710
351880005000407,561
351880005000408,670
351880005000409,797
351880005000410,831
351880005000411,723
351880005000412,537
351880005000413,1075
351880005000414,368
351880005000415,621
351880005000416,325
351880005000417,981
351880005000418,487
351880005000419,821
351880005000420,479
351880005000421,920
351880005000422,434
351880005000423,513
351880005000424,652
351880005000425,740
351880005000426,607
351880005000427,646
351880005000428,1000
351880005000429,408
351880005000430,983
351880005000431,749
351880005000432,550
351880005000433,900
351880005000434,795
351880005000435,971
351880005000436,885
351880005000437,778
351880005000438,626
351880005000439,600
351880005000440,716
351880005000441,560
351880005000442,802
351880005000443,622
351880005000444,878
351880005000445,872
351880005000446,1120
351880005000447,813
351880005000448,698
351880005000449,474
351880005000450,1153
351880005000451,693
351880005000452,495
351880005000453,589
351880005000454,899
351880005000455,869
351880005000456,544
351880005000457,578
351880005000458,1126
351880005000459,861
351880005000460,459
351880005000461,595
351880005000462,749
351880005000463,926
351880005000464,480
351880005000465,506
351880005000466,1028
351880005000467,487
351880005000468,209
351880005000469,657
351880005000470,620
351880005000471,903
351880005000472,948
351880005000473,852
351880005000474,573
351880005000475,668
351880005000476,490
351880005000477,506
351880005000478,516
351880005000479,1234
351880005000480,698
351880005000481,602
351880005000482,482
351880005000483,769
351880005000484,566
351880005000485,565
351880005000486,549
351880005000487,754
351880005000488,737
351880005000489,677
351880005000490,412
351880005000491,689
351880005000492,554
351880005000493,500
351880005000494,357
351880005000495,755
351880005000496,621
351880005000497,670
351880005000498,674
351880005000499,801
351880005000500,752
351880005000501,663
351880005000502,666
351880005000503,621
351880005000504,563
351880005000505,602
351880005000506,564
351880005000507,577
351880005000508,655
351880005000509,564
351880005000510,809
351880005000511,547
351880005000512,625
351880005000513,527
351880005000514,572
351880005000515,546
351880005000516,497
351880005000517,633
351880005000518,761
351880005000519,548
351880005000520,459
351880005000521,341
351880005000522,459
351880005000523,1
351880005000524,676
351880005000525,830
351880005000526,630
351880005000527,597
351880005000528,802
351880005000529,900
351880005000530,493
351880005000531,447
351880005000532,445
351880005000533,549
351880005000534,574
351880005000535,856
351880005000536,1047
351880005000537,232
351880005000538,943
351880005000539,32
351880005000540,1978
351880005000541,35
351880005000542,1649
351880005000543,1099
351880005000544,1084
351880005000545,746
351880005000546,1043
351880005000547,1167
351880005000548,1060
351880005000549,928
351880005000550,903
351880005000551,1047
351880005000552,1004
351880005000553,979
351880005000554,908
351880005000555,1055
351880005000556,981
351880005000557,921
351880005000558,1155
351880005000559,1036
351880005000560,726
351880005000561,906
351880005000562,1309
351880005000563,1028
351880005000564,1316
351880005000565,601
351880005000566,1061
351880005000567,1158
351880005000568,921
351880005000569,521
351880005000570,857
351880005000571,638
351880005000572,612
351880005000573,454
351880005000574,1044
351880005000575,308
351880005000576,950
351880005000577,483
351880005000578,1099
351880005000579,1103
351880005000580,1068
351880005000581,617
351880005000582,1057
351880005000583,658
351880005000584,964
351880005000585,1111
351880005000586,1068
351880005000587,1101
351880005000588,944
351880005000589,942
351880005000590,642
351880005000591,589
351880005000592,1056
351880005000593,1031
351880005000594,695
351880005000595,871
351880005000596,1281
351880005000597,406
351880005000598,476
351880005000599,609
351880005000600,1056
351880005000601,1668
351880005000602,905
351880005000603,793
351880005000604,908
351880005000605,1352
351880005000606,1031
351880005000607,708
351880005000608,1309
351880005000609,760
351880005000610,482
351880005000611,466
351880005000612,1045
351880005000613,691
351880005000614,599
351880005000615,898
351880005000616,940
351880005000617,553
351880005000618,945
351880005000619,839
351880005000620,553
351880005000621,718
351880005000622,799
351880005000623,390
351880005000624,1032
351880005000625,814
351880005000626,657
351880005000627,694
351880005000628,771
351880005000629,731
351880005000630,859
351880005000631,824
351880005000632,1262
351880005000633,991
351880005000634,648
351880005000635,731
351880005000636,893
351880005000637,645
351880005000638,938
351880005000639,940
351880005000640,7
351880005000641,639
351880005000642,848
351880005000643,896
351880005000644,564
351880005000645,698
351880005000646,158
351880005000648,829
351880005000649,508
351880005000650,538
351880005000652,958
351880005000653,742
351880005000654,1312
351880005000655,564
351880005000656,651
351880005000657,796
351880005000658,847
351880005000659,729
351880005000660,1049
351880005000661,757
351880005000662,154
351880005000663,952
351880005000664,685
351880005000665,730
351880005000666,655
351880005000667,1250
351880005000668,549
351880005000669,1027
351880005000670,627
351880005000671,771
351880005000672,1534
351880005000673,327
351880005000674,607
351880005000675,1238
351880005000676,666
351880005000677,1181
351880005000678,575
351880005000679,663
351880005000680,745
351880005000681,532
351880005000682,924
351880005000683,475
351880005000684,709
351880005000685,1120
351880005000686,939
351880005000687,398
351880005000688,750
351880005000689,650
351880005000690,713
351880005000691,1109
351880005000692,735
351880005000693,1084
351880005000694,751
351880005000695,1268
351880005000696,616
351880005000697,770
351880005000698,691
351880005000699,841
351880005000700,938
351880005000701,1203
351880005000702,400
351880005000703,96
351880005000704,403
351880005000705,1832
351880005000706,560
351880005000707,768
351880005000708,1132
351880005000709,706
351880005000710,932
351880005000711,933
351880005000712,429
351880005000713,557
351880005000714,597
351880005000715,1100
351880005000716,812
351880005000717,917
351880005000718,914
351880005000719,275
351880005000720,652
351880005000721,967
351880005000722,692
351880005000723,1078
351880005000724,1438
351880005000725,854
351880005000726,798
351880005000727,1011
351880005000728,1244
351880005000729,890
351880005000730,490
351880005000731,1497
351880005000732,1524
351880005000733,1839
351880005000734,1702
351880005000735,23
351880005000736,1611
351880005000737,910
351880005000738,1120
351880005000739,741
351880005000740,593
351880005000741,1639
351880005000742,793
351880005000743,946
351880005000744,957
351880005000745,878
351880005000746,411
351880005000747,825
351880005000748,533
351880005000749,467
351880005000750,861
351880005000751,624
351880005000752,895
351880005000753,636
351880005000754,504
351880005000755,451
351880005000756,795
351880005000757,853
351880005000758,544
351880005000759,863
351880005000760,677
351880005000761,907
351880005000762,561
351880005000763,924
351880005000764,657
351880005000765,1040
351880005000766,672
351880005000767,635
351880005000768,838
351880005000769,624
351880005000770,306
351880005000771,539
351880005000772,951
351880005000773,590
351880005000774,703
351880005000775,583
351880005000776,764
351880005000777,1001
351880005000778,825
351880005000779,707
351880005000780,928
351880005000781,321
351880005000782,326
351880005000783,640
351880005000784,623
351880005000785,797
351880005000786,702
351880005000787,610
351880005000788,490
351880005000789,594
351880005000790,632
351880005000791,447
351880005000792,1433
351880005000793,475
351880005000794,533
351880005000795,646
351880005000796,771
351880005000797,724
351880005000798,801
351880005000799,1191
351880005000800,737
351880005000801,864
351880005000802,304
351880005000803,568
351880005000804,835
351880005000805,938
351880005000806,1311
351880005000807,725
351880005000808,926
351880005000809,647
351880005000810,1351
351880005000811,1407
351880005000812,309
351880005000813,733
351880005000814,1293
351880005000815,855
351880005000816,852
351880005000817,1484
351880005000818,932
351880005000819,1137
351880005000820,957
351880005000821,989
351880005000822,16
351880005000823,116
351880005000824,1265
351880005000825,978
351880005000826,792
351880005000827,801
351880005000828,893
351880005000829,751
351880005000830,659
351880005000831,569
351880005000832,791
351880005000833,1154
351880005000834,660
351880005000835,2
351880005000837,494
351880005000838,638
351880005000839,625
351880005000840,692
351880005000841,686
351880005000842,726
351880005000843,653
351880005000844,578
351880005000845,512
351880005000846,1312
351880005000847,480
351880005000848,403
351880005000849,739
351880005000850,658
351880005000851,575
351880005000852,606
351880005000853,351
351880005000854,686
351880005000855,520
351880005000856,334
351880005000857,607
351880005000858,538
351880005000859,866
351880005000860,543
351880005000861,603
351880005000862,429
351880005000863,739
351880005000864,961
351880005000865,1196
351880005000866,757
351880005000867,562
351880005000868,573
351880005000869,824
351880005000870,536
351880005000871,512
351880005000872,1060
351880005000873,639
351880005000874,1047
351880005000875,921
351880005000876,535
351880005000877,687
351880005000878,627
351880005000879,694
351880005000880,787
351880005000881,593
351880005000882,594
351880005000883,454
351880005000884,640
351880005000885,464
351880005000886,460
351880005000887,780
351880005000888,691
351880005000889,654
351880005000890,807
351880005000891,646
351880005000892,1020
351880005000893,899
351880005000894,625
351880005000895,359
351880005000896,291
351880005000897,1120
351880005000898,1068
351880005000899,936
351880005000900,626
351880005000901,853
351880005000902,736
351880005000903,552
351880005000904,893
351880005000905,559
351880005000906,800
351880005000907,930
351880005000908,792
351880005000909,1088
351880005000910,785
351880005000911,845
351880005000912,689
351880005000913,455
351880005000914,1237
351880005000915,723
351880005000916,966
351880005000917,842
351880005000918,898
351880005000919,1943
351880005000920,1381
351880005000921,1096
351880005000922,1016
351880005000923,1344
351880005000924,833
351880005000925,871
351880005000926,829
351880005000927,889
351880005000928,1210
351880005000929,1133
351880005000932,556
351880005000933,237
351880005000934,130
351880005000935,953
351880005000936,315
351880005000937,259
351880005000938,354
351880005000939,1042
351880005000940,910
351880005000941,691
351880005000942,959
351880005000943,720
351880005000944,718
351880005000945,1299
351880005000946,678
351880005000947,1000
351880005000948,1437
351880005000949,916
351880005000950,1078
351880005000951,624
351880005000952,1264
351880005000953,457
351880005000954,724
351880005000955,817
351880005000956,969
351880005000957,437
351880005000958,647
351880005000959,617
351880005000960,639
351880005000961,901
351880005000962,734
351880005000963,614
351880005000964,554
351880005000965,1100
351880005000966,601
351880005000967,1038
351880005000968,2001
351880005000970,316
351880005000971,59
351880005000972,541
351880005000973,1592
351880005000976,691
351880005000977,273
351880005000978,270
351880005000979,24
351880005000980,2
351880005000981,98
351880005000982,55
351880005000983,294
351880005000984,164
351880005000985,135
351880005000986,1149
351880005000987,505
351880005000988,937
351880005000989,1014
351880005000991,516
351880005000992,98
351880005000994,288
351880005000995,420
351880005000996,400
351880005000997,151
351880005000998,638
351880005000999,680
351880005001000,629
351880005001001,604
351880005001003,645
351880005001004,242
351880005001005,400
351880005001009,287
351880005001010,611
351880005001011,642
351880005001013,498
351880005001014,97
351880005001015,605
351880005001016,551
351880005001020,401
351880005001021,525
351880005001022,936
351880005001023,577
351880005001024,667
351880005001025,444
351880005001026,488
351880005001027,469
351880005001028,519
351880005001029,500
351880005001030,503
351880005001031,529
351880005001032,379
351880005001033,412
351880005001034,503
351880005001035,782
351880005001036,481
351880005001037,453
351880005001039,225
351880005001040,485
351880005001041,241
351880005001042,726
351880005001043,646
351880005001044,597
351880005001045,868
351880005001046,751
351880005001047,731
351880005001048,358
351880005001049,183
351880005001050,205
351880005001051,685
351880005001052,621
351880005001053,558
351880005001054,538
351880005001055,690
351880005001057,695
351880005001058,638
351880005001059,337
351880005001060,1213
351880005001061,657
351880005001062,641
351880005001063,606
351880005001064,1662
351880005001065,191
351880005001066,1027
351880005001067,556
351880005001068,246
351880005001069,633
351880005001070,1555
351880005001071,496
351880005001072,605
351880005001073,620
351880005001074,412
351880005001075,652
351880005001076,723
351880005001077,468
351880005001078,447
351880005001079,472
351880005001080,608
351880005001081,552
351880005001082,554
351880005001083,881
351880005001084,707
351880005001085,263
351880005001086,778
351880005001087,580
351880005001088,580
351880005001089,811
351880005001090,578
351880005001091,202
351880005001092,983
351880005001093,366
351880005001096,1042
351880005001097,306
351880005001098,124
351880005001099,286
351880005001100,588
351880005001101,304
351880005001102,530
351880005001103,24
351880005001104,109
351880005001105,569
351880005001106,132
351880005001107,182
351880005001108,276
351880005001111,183
351880005001113,257
351880005001114,730
351880005001115,215
351880005001116,197
351880005001117,408
351880005001120,186
351880005001121,379
351880005001122,702
351880005001123,442
351880005001124,929
351880005001125,1198
351880005001126,278
351880005001127,293
351880005001128,620
351880005001129,772
351880005001130,88
351880010000001,1142
351880010000002,698
351880010000003,1050
351880010000004,451
351880010000005,817
351880010000006,396
351880010000007,1056
351880010000008,985
351880010000009,1191
351880010000010,632
351880010000011,1514
351880010000012,1223
351880010000013,1149
351880010000014,787
351880010000015,613
351880010000016,360
351880010000017,1225
351880010000018,625
351880010000019,977
351880010000020,389
351880010000021,1136
351880010000022,647
351880010000023,1303
351880010000024,681
351880010000025,621
351880010000026,482
351880010000027,1478
351880010000028,464
351880010000029,482
351880010000030,542
351880010000031,602
351880010000032,720
351880010000033,821
351880010000034,789
351880010000035,421
351880010000036,1312
351880010000037,125
351880010000038,669
351880010000039,647
351880010000040,788
351880010000041,987
351880010000042,572
351880010000043,945
351880010000044,799
351880010000045,994
351880010000046,911
351880010000047,665
351880010000048,531
351880010000049,905
351880010000050,635
351880010000051,1019
351880010000052,363
351880010000053,500
351880010000054,1226
351880010000055,514
351880010000056,402
351880010000057,720
351880010000058,1141
351880010000059,752
351880010000060,150
351880010000061,978
351880010000062,1296
351880010000063,559
351880010000064,834
351880010000065,1000
351880010000066,771
351880010000067,578
351880010000068,528
351880010000069,613
351880010000070,740
351880010000071,470
351880010000072,739
351880010000073,824
351880010000074,557
351880010000075,135
351880010000076,365
351880010000077,90
351880010000078,804
351880010000079,1021
351880010000080,1049
351880010000081,511
351880010000082,1256
351880010000083,989
351880010000084,1412
351880010000085,1001
351880010000086,622
351880010000087,469
351880010000088,431
351880010000089,1399
351880010000090,1239
351880010000091,1074
351880010000092,694
351880010000093,959
351880010000094,689
351880010000095,1202
351880010000096,523
351880010000097,514
351880010000098,895
351880010000099,697
351880010000100,1012
351880010000101,924
351880010000102,337
351880010000103,937
351880010000104,399
351880010000105,21
351880010000106,373
351880010000107,247
351880010000108,487
351880010000109,1328
351880010000110,1311
351880010000111,1252
351880010000112,1290
351880010000113,1390
351880010000114,197
351880010000115,1327
351880010000116,584
351880010000117,636
351880010000118,1115
351880010000119,1392
351880010000120,349
351880010000121,799
351880010000122,743
351880010000123,704
351880010000124,1055
351880010000125,927
351880010000126,836
351880010000127,878
351880010000128,742
351880010000129,586
351880010000130,332
351880010000131,1146
351880010000132,528
351880010000133,344
351880010000134,953
351880010000135,1104
351880010000136,1768
351880010000137,931
351880010000138,902
351880010000139,906
351880010000140,1195
351880010000141,431
351880010000142,492
351880010000143,543
351880010000144,329
351880010000145,991
351880010000146,967
351880010000147,1090
351880010000148,947
351880010000149,983
351880010000150,1171
351880010000151,643
351880010000152,1021
351880010000153,1072
351880010000154,905
351880010000155,618
351880010000156,625
351880010000157,918
351880010000158,1067
351880010000159,903
351880010000160,849
351880010000161,865
351880010000162,1227
351880010000163,1580
351880010000164,713
351880010000165,657
351880010000166,585
351880010000168,1176
351880010000169,544
351880010000170,33
351880010000171,347
351880010000172,407
351880010000173,1022
351880010000174,1073
351880010000175,1225
351880010000176,808
351880010000177,890
351880010000178,745
351880010000179,488
351880010000180,400
351880010000181,606
351880010000182,432
351880010000183,601
351880010000184,331
351880010000185,801
351880010000186,773
351880010000187,1024
351880010000188,462
351880010000189,1122
351880010000190,778
351880010000191,773
351880010000192,1127
351880010000193,613
351880010000194,687
351880010000195,906
351880010000196,792
351880010000197,497
351880010000198,463
351880010000199,665
351880010000200,573
351880010000201,666
351880010000202,1057
351880010000203,882
351880010000204,212
351880010000205,60
351880010000206,364
351880010000207,386
351880010000208,370
351880010000209,745
351880010000210,454
351880010000211,735
351880010000212,811
351880010000213,300
351880010000214,702
351880010000215,650
351880010000216,935
351880010000217,981
351880010000218,359
351880010000219,808
351880010000220,401
351880010000221,718
351880010000222,267
351880010000223,280
351880010000224,622
351880010000225,781
351880010000226,10
351880010000227,411
351880010000228,364
351880010000229,852
351880010000230,404
351880010000231,525
351880010000232,497
351880010000233,865
351880010000234,630
351880010000235,538
351880010000236,453
351880010000237,408
351880010000238,61
351880010000239,996
351880010000240,585
351880010000241,473
351880010000242,960
351880010000243,1392
351880010000244,444
351880010000245,793
351880010000246,670
351880010000247,1054
351880010000248,506
351880010000249,712
351880010000250,737
351880010000251,476
351880010000252,657
351880010000253,156
351880010000254,1238
351880010000255,123
351880010000256,124
351880010000257,164
351880010000258,383
351880010000259,942
351880010000260,932
351880010000261,487
351880010000262,575
351880010000263,235
351880010000264,260
351880010000265,600
351880010000268,875
351880010000269,438
351880010000270,563
351880010000271,798
351880010000272,1437
351880010000273,625
351880010000274,620
351880010000275,923
351880010000276,464
351880010000277,769
351880010000278,1083
351880010000279,809
351880010000280,720
351880010000281,732
351880010000282,1090
351880010000283,706
351880010000284,889
351880010000285,444
351880010000286,534
351880010000287,591
351880010000288,957
351880010000289,446
351880010000290,762
351880010000291,939
351880010000292,1147
351880010000293,680
351880010000294,583
351880010000295,847
351880010000296,876
351880010000297,433
351880010000298,742
351880010000299,737
351880010000300,1081
351880010000301,321
351880010000302,971
351880010000303,703
351880010000304,558
351880010000305,833
351880010000306,829
351880010000307,607
351880010000308,690
351880010000309,641
351880010000310,460
351880010000311,861
351880010000312,894
351880010000313,921
351880010000314,886
351880010000315,1425
351880010000316,429
351880010000317,845
351880010000318,701
351880010000319,688
351880010000320,373
351880010000321,1273
351880010000322,927
351880010000323,493
351880010000324,287
351880010000325,471
351880010000326,563
351880010000327,812
351880010000328,186
351880010000329,439
351880010000330,669
351880010000331,1600
351880010000332,623
351880010000333,788
351880010000334,444
351880010000335,1362
351880010000336,46
351880010000337,611
351880010000338,704
351880010000339,689
351880010000340,687
351880010000341,915
351880010000342,676
351880010000343,731
351880010000344,864
351880010000345,1028
351880010000346,922
351880010000347,954
351880010000348,1089
351880010000349,444
351880010000350,711
351880010000351,1183
351880010000352,894
351880010000353,1191
351880010000354,1286
351880010000355,1216
351880010000356,962
351880010000357,1144
351880010000358,890
351880010000359,1206
351880010000360,955
351880010000361,1025
351880010000362,709
351880010000363,832
351880010000364,1643
351880010000365,702
351880010000366,997
351880010000367,939
351880010000368,951
351880010000369,903
351880010000370,1020
351880010000371,953
351880010000372,407
351880010000373,1255
351880010000374,1142
351880010000375,721
351880010000376,671
351880010000377,908
351880010000378,302
351880010000379,1206
351880010000380,893
351880010000381,315
351880010000382,143
351880010000383,753
351880010000384,1108
351880010000385,589
351880010000386,980
351880010000387,1019
351880010000388,1049
351880010000389,680
351880010000390,561
351880010000391,876
351880010000392,448
351880010000393,547
351880010000394,902
351880010000395,984
351880010000396,922
351880010000397,263
351880010000398,996
351880010000399,914
351880010000400,722
351880010000401,991
351880010000402,884
351880010000403,697
351880010000404,1168
351880010000405,794
351880010000406,886
351880010000407,580
351880010000408,1288
351880010000409,659
351880010000410,1084
351880010000411,160
351880010000412,488
351880010000413,705
351880010000414,1178
351880010000415,1587
351880010000416,872
351880010000417,568
351880010000418,1025
351880010000419,780
351880010000420,735
351880010000421,839
351880010000422,1123
351880010000423,1099
351880010000424,730
351880010000425,817
351880010000426,1491
351880010000427,56
351880010000428,757
351880010000429,1261
351880010000430,932
351880010000431,1203
351880010000432,827
351880010000433,708
351880010000434,1047
351880010000435,219
351880010000436,1001
351880010000437,985
351880010000438,1003
351880010000439,1027
351880010000440,880
351880010000441,1307
351880010000442,619
351880010000443,1315
351880010000444,1101
351880010000445,594
351880010000446,1145
351880010000447,85
351880010000448,1084
351880010000449,350
351880010000450,1334
351880010000451,633
351880010000452,1008
351880010000453,1157
351880010000454,703
351880010000455,897
351880010000456,777
351880010000457,309
351880010000458,683
351880010000459,259
351880010000460,789
351880010000461,1038
351880010000462,770
351880010000463,1008
351880010000464,547
351880010000465,703
351880010000466,223
351880010000467,575
351880010000468,860
351880010000469,567
351880010000470,766
351880010000471,807
351880010000472,691
351880010000473,742
351880010000474,495
351880010000475,525
351880010000476,534
351880010000477,748
351880010000478,787
351880010000479,870
351880010000480,274
351880010000481,357
351880010000482,252
351880010000483,279
351880010000484,574
351880010000485,660
351880010000486,338
351880010000487,475
351880010000488,671
351880010000489,983
351880010000490,483
351880010000491,725
351880010000492,1346
351880010000493,923
351880010000494,653
351880010000495,796
351880010000496,522
351880010000497,738
351880010000498,798
351880010000499,605
351880010000500,369
351880010000501,373
351880010000502,633
351880010000503,1001
351880010000504,858
351880010000505,770
351880010000506,455
351880010000507,683
351880010000508,969
351880010000509,708
351880010000510,725
351880010000511,1775
351880010000512,812
351880010000513,1072
351880010000514,949
351880010000515,932
351880010000516,1093
351880010000517,953
351880010000518,840
351880010000519,1147
351880010000520,534
351880010000521,945
351880010000522,782
351880010000523,1016
351880010000524,69
351880010000525,748
